# min-bisection SDP  problem=/n/home08/haoransun/spectra_deflation/defadmm/data/G60_mb.sdp n=7000 m=7001 F0_nnz=24105  mode=deflated16 sigma=1 eta_tol=0 window=0.025 gamma=1.1 symmetrize=1  ||C||_F=1.213724e+02
# iter  pinf        dinf        gap         eta         obj_primal      obj_dual        proj_ms  cum_proj_s  deflated  eps_sym_raw  eps_sym_used
  2100  1.4492e-01  1.5326e-03  1.7725e-02  1.4492e-01  +2.03099308e+03  +2.10430697e+03     43.52     93.179  110  0.000e+00  0.000e+00
  2125  1.3201e-01  1.5225e-03  1.7381e-02  1.3201e-01  +2.02993839e+03  +2.10176851e+03     44.65     94.301  110  0.000e+00  0.000e+00
  2150  1.3591e-01  1.4995e-03  1.7365e-02  1.3591e-01  +2.02924150e+03  +2.10097842e+03     44.37     95.419  109  0.000e+00  0.000e+00
  2175  1.7922e-01  1.5153e-03  1.6665e-02  1.7922e-01  +2.02853971e+03  +2.09731338e+03     45.03     96.545  107  0.000e+00  0.000e+00
# track it=2200 fired=1 fired_exact=1 k_ritz=106 k_ritz_pos=0 k_ritz_neg=106 k_exact=106 k_exact_pos=0 k_exact_neg=106 pairs=106 eig_err=1.460e-08 s1_ritz=1.355556e+02 s1_exact=1.355556e+02 ckpt_ms=355.2
  2200  1.3041e-01  1.4755e-03  1.6762e-02  1.3041e-01  +2.02768882e+03  +2.09684303e+03     43.85     97.664  106  0.000e+00  0.000e+00
  2225  1.8663e-01  1.4857e-03  1.6551e-02  1.8663e-01  +2.02708308e+03  +2.09532829e+03     44.69     98.787  105  0.000e+00  0.000e+00
# gate it=2250 k=350 kw=175 s1=1.372e+02 s_kw/s1=1.857e-02 fired=1 clipped_neg=105 clipped_pos=0 fired_frac_last250=1.000
# deflate it=2250 alpha=1.891e+01 theta=1.372e+01 clipped_neg=105 clipped_pos=0
  2250  1.5393e-01  1.4802e-03  1.6899e-02  1.5393e-01  +2.02646677e+03  +2.09615309e+03     44.77     99.910  105  0.000e+00  0.000e+00
  2275  1.7261e-01  1.4621e-03  1.6439e-02  1.7261e-01  +2.02556223e+03  +2.09329023e+03     44.60    101.029  105  0.000e+00  0.000e+00
# track it=2300 fired=1 fired_exact=1 k_ritz=104 k_ritz_pos=0 k_ritz_neg=104 k_exact=104 k_exact_pos=0 k_exact_neg=104 pairs=104 eig_err=1.680e-08 s1_ritz=1.388311e+02 s1_exact=1.388311e+02 ckpt_ms=354.7
  2300  1.7993e-01  1.4383e-03  1.6939e-02  1.7993e-01  +2.02500489e+03  +2.09480929e+03     44.09    102.151  104  0.000e+00  0.000e+00
