# max-cut SDP  problem=data/G60mc.sdp n=7000 m=7000 F0_nnz=24105  mode=deflated16 sigma=1 eta_tol=0 window=0.025 gamma=1.1 symmetrize=1  ||C||_F=2.427447e+02
# iter  pinf        dinf        gap         eta         obj_primal      obj_dual        proj_ms  cum_proj_s  deflated  eps_sym_raw  eps_sym_used
  1475  6.4271e-04  1.2159e-03  1.9550e-03  1.9550e-03  -3.02834046e+04  -3.01652256e+04     45.49     66.549  89  0.000e+00  0.000e+00
# gate it=1500 k=350 kw=175 s1=1.668e+02 s_kw/s1=3.008e-02 fired=1 clipped_neg=88 clipped_pos=0 fired_frac_last250=1.000
# deflate it=1500 alpha=2.365e+01 theta=1.668e+01 clipped_neg=88 clipped_pos=0
  1500  6.2934e-04  1.2026e-03  2.0904e-03  2.0904e-03  -3.02895688e+04  -3.01631967e+04     45.93     67.689  88  0.000e+00  0.000e+00
  1525  6.5463e-04  1.1943e-03  1.9181e-03  1.9181e-03  -3.02856588e+04  -3.01696976e+04     45.15     68.828  88  0.000e+00  0.000e+00
  1550  6.3603e-04  1.1735e-03  2.0488e-03  2.0488e-03  -3.02922507e+04  -3.01683749e+04     46.20     69.966  86  0.000e+00  0.000e+00
  1575  6.0116e-04  1.1727e-03  1.9821e-03  1.9821e-03  -3.02909226e+04  -3.01710771e+04     45.25     71.104  86  0.000e+00  0.000e+00
  1600  6.3636e-04  1.1655e-03  2.0437e-03  2.0437e-03  -3.02963053e+04  -3.01727242e+04     44.92     72.240  85  0.000e+00  0.000e+00
  1625  6.1766e-04  1.1389e-03  1.9591e-03  1.9591e-03  -3.02956672e+04  -3.01771951e+04     45.04     73.376  84  0.000e+00  0.000e+00
  1650  6.2850e-04  1.1373e-03  1.9304e-03  1.9304e-03  -3.02976175e+04  -3.01808688e+04     47.27     74.517  83  0.000e+00  0.000e+00
  1675  6.1312e-04  1.1276e-03  2.0028e-03  2.0028e-03  -3.02981419e+04  -3.01770202e+04     46.27     75.656  83  0.000e+00  0.000e+00
  1700  6.4353e-04  1.1040e-03  1.9656e-03  1.9656e-03  -3.03039328e+04  -3.01850346e+04     46.22     76.798  82  0.000e+00  0.000e+00
  1725  6.4584e-04  1.0866e-03  1.8742e-03  1.8742e-03  -3.03010450e+04  -3.01876741e+04     46.07     77.941  82  0.000e+00  0.000e+00
# gate it=1750 k=350 kw=175 s1=1.814e+02 s_kw/s1=2.751e-02 fired=1 clipped_neg=82 clipped_pos=0 fired_frac_last250=1.000
# deflate it=1750 alpha=2.341e+01 theta=1.814e+01 clipped_neg=82 clipped_pos=0
  1750  6.5777e-04  1.0914e-03  1.9377e-03  1.9377e-03  -3.03043768e+04  -3.01871629e+04     45.65     79.081  82  0.000e+00  0.000e+00
  1775  6.3331e-04  1.0670e-03  1.8866e-03  1.8866e-03  -3.03069757e+04  -3.01928372e+04     45.67     80.222  81  0.000e+00  0.000e+00
  1800  6.5664e-04  1.0783e-03  1.8106e-03  1.8106e-03  -3.03053661e+04  -3.01958193e+04     45.39     81.360  80  0.000e+00  0.000e+00
  1825  6.3602e-04  1.0637e-03  1.9412e-03  1.9412e-03  -3.03103407e+04  -3.01928904e+04     45.20     82.501  80  0.000e+00  0.000e+00
  1850  6.0107e-04  1.0569e-03  1.7763e-03  1.7763e-03  -3.03086350e+04  -3.02011476e+04     45.16     83.638  79  0.000e+00  0.000e+00
  1875  6.4802e-04  1.0265e-03  1.8750e-03  1.8750e-03  -3.03137764e+04  -3.02003120e+04     45.49     84.778  79  0.000e+00  0.000e+00
  1900  6.2642e-04  1.0337e-03  1.7113e-03  1.7113e-03  -3.03108914e+04  -3.02073244e+04     45.53     85.920  78  0.000e+00  0.000e+00
  1925  6.4715e-04  1.0244e-03  1.8372e-03  1.8372e-03  -3.03155903e+04  -3.02044033e+04     45.37     87.061  77  0.000e+00  0.000e+00
  1950  6.1461e-04  1.0123e-03  1.7450e-03  1.7450e-03  -3.03146951e+04  -3.02090795e+04     45.75     88.201  77  0.000e+00  0.000e+00
  1975  6.4013e-04  9.9659e-04  1.8027e-03  1.8027e-03  -3.03175279e+04  -3.02084176e+04     45.30     89.342  77  0.000e+00  0.000e+00
# gate it=2000 k=350 kw=175 s1=1.949e+02 s_kw/s1=2.555e-02 fired=1 clipped_neg=77 clipped_pos=0 fired_frac_last250=1.000
# deflate it=2000 alpha=2.430e+01 theta=1.949e+01 clipped_neg=77 clipped_pos=0
  2000  6.5482e-04  9.8507e-04  1.7165e-03  1.7165e-03  -3.03174528e+04  -3.02135470e+04     46.18     90.480  77  0.000e+00  0.000e+00
  2025  6.5368e-04  9.9630e-04  1.7474e-03  1.7474e-03  -3.03186532e+04  -3.02128815e+04     45.97     91.619  76  0.000e+00  0.000e+00
  2050  6.5127e-04  9.7941e-04  1.7569e-03  1.7569e-03  -3.03215034e+04  -3.02151453e+04     46.18     92.759  75  0.000e+00  0.000e+00
  2075  6.5878e-04  9.6864e-04  1.6877e-03  1.6877e-03  -3.03207414e+04  -3.02185650e+04     46.55     93.905  75  0.000e+00  0.000e+00
  2100  6.6542e-04  9.8791e-04  1.6998e-03  1.6998e-03  -3.03224485e+04  -3.02195369e+04     45.21     95.042  74  0.000e+00  0.000e+00
